Country,Region,Province,Season,Date_ISO,Date,Meet,Venue,Event,Distance,Stroke,Rank,Canonical_Swimmer,Swimmer,Match_Score,Manual_Match,Club,Time,Time_Seconds,FINA_Points,Source_URL,Source_File
Spain,Comunitat Valenciana,Castellon,2025/26,2026-03-21,21/03/2026,4ª Jornada Liga Benjamin 4ª Alevin Castellon,Castellon,100m Backstroke,100,Backstroke,13,"DEL OJO ANDREU, Marcos","DEL OJO ANDREU, Marcos",100.0,No,C.N. Vila-Real,1:42.75,102.75,104.0,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/cas_21_4jornadaalevincastellon.pdf,cas_21_4jornadaalevincastellon.pdf
Spain,Comunitat Valenciana,Castellon,2025/26,2026-03-21,21/03/2026,4ª Jornada Liga Benjamin 4ª Alevin Castellon,Castellon,100m Backstroke,100,Backstroke,14,"CERVERA MIRALLES, Alex","CERVERA MIRALLES, Alex",100.0,No,C.N. Vinaros,1:43.06,103.06,103.0,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/cas_21_4jornadaalevincastellon.pdf,cas_21_4jornadaalevincastellon.pdf
Spain,Comunitat Valenciana,Castellon,2025/26,2026-03-21,21/03/2026,4ª Jornada Liga Benjamin 4ª Alevin Castellon,Castellon,100m Backstroke,100,Backstroke,16,"PALLARES TORRES, Aleix","PALLARES TORRES, Aleix",100.0,No,C.N. Vinaros,1:48.20,108.2,89.0,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/cas_21_4jornadaalevincastellon.pdf,cas_21_4jornadaalevincastellon.pdf
Spain,Comunitat Valenciana,Castellon,2025/26,2026-03-21,21/03/2026,4ª Jornada Liga Benjamin 4ª Alevin Castellon,Castellon,100m Backstroke,100,Backstroke,18,"TORRES NEBOT, Mario","TORRES NEBOT, Mario",100.0,No,C.N. Vila-Real,2:22.43,142.43,39.0,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/cas_21_4jornadaalevincastellon.pdf,cas_21_4jornadaalevincastellon.pdf
Spain,Comunitat Valenciana,Castellon,2025/26,2026-03-21,21/03/2026,4ª Jornada Liga Benjamin 4ª Alevin Castellon,Castellon,100m Backstroke,100,Backstroke,2,"CARDA SANCHEZ, M.","CARDA SANCHEZ, M.",100.0,No,C.N. Vila-Real,3:21.68,201.68,283.0,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/cas_21_4jornadaalevincastellon.pdf,cas_21_4jornadaalevincastellon.pdf
Spain,Comunitat Valenciana,Castellon,2025/26,2026-03-21,21/03/2026,4ª Jornada Liga Benjamin 4ª Alevin Castellon,Castellon,100m Backstroke,100,Backstroke,5,"COSTA GIMENO, Laia","COSTA GIMENO, Laia",100.0,No,C.N. Vila-Real,3:42.12,222.12,212.0,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/cas_21_4jornadaalevincastellon.pdf,cas_21_4jornadaalevincastellon.pdf
Spain,Comunitat Valenciana,Castellon,2025/26,2026-03-21,21/03/2026,4ª Jornada Liga Benjamin 4ª Alevin Castellon,Castellon,100m Backstroke,100,Backstroke,7,"CELADES GUINOT, Marta","CELADES GUINOT, Marta",100.0,No,Cst-Cst Costa Azahar,3:43.95,223.95,207.0,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/cas_21_4jornadaalevincastellon.pdf,cas_21_4jornadaalevincastellon.pdf
Spain,Comunitat Valenciana,Castellon,2025/26,2026-03-21,21/03/2026,4ª Jornada Liga Benjamin 4ª Alevin Castellon,Castellon,100m Backstroke,100,Backstroke,8,"BOIX BANNIER, Estel","BOIX BANNIER, Estel",100.0,No,C.N. Vila-Real,3:46.05,226.05,201.0,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/cas_21_4jornadaalevincastellon.pdf,cas_21_4jornadaalevincastellon.pdf
Spain,Comunitat Valenciana,Castellon,2025/26,2026-03-21,21/03/2026,4ª Jornada Liga Benjamin 4ª Alevin Castellon,Castellon,100m Backstroke,100,Backstroke,9,"CORRO MESEGUER, Vega","CORRO MESEGUER, Vega",100.0,No,Cst-Cst Costa Azahar,3:46.12,226.12,201.0,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/cas_21_4jornadaalevincastellon.pdf,cas_21_4jornadaalevincastellon.pdf
Spain,Comunitat Valenciana,Castellon,2025/26,2026-03-21,21/03/2026,4ª Jornada Liga Benjamin 4ª Alevin Castellon,Castellon,100m Backstroke,100,Backstroke,10,"ALBARRAN GILABERT, E.","ALBARRAN GILABERT, E.",100.0,No,C.N. Vinaros,3:46.51,226.51,200.0,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/cas_21_4jornadaalevincastellon.pdf,cas_21_4jornadaalevincastellon.pdf
Spain,Comunitat Valenciana,Castellon,2025/26,2026-03-21,21/03/2026,4ª Jornada Liga Benjamin 4ª Alevin Castellon,Castellon,100m Backstroke,100,Backstroke,15,"FABREGAT CLIMENT, E.","FABREGAT CLIMENT, E.",100.0,No,C.N. Vila-Real,3:53.16,233.16,183.0,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/cas_21_4jornadaalevincastellon.pdf,cas_21_4jornadaalevincastellon.pdf
Spain,Comunitat Valenciana,Castellon,2025/26,2026-03-21,21/03/2026,4ª Jornada Liga Benjamin 4ª Alevin Castellon,Castellon,100m Backstroke,100,Backstroke,18,"SOCA, Iris","SOCA, Iris",100.0,No,Cst-Cst Costa Azahar,3:57.34,237.34,173.0,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/cas_21_4jornadaalevincastellon.pdf,cas_21_4jornadaalevincastellon.pdf
Spain,Comunitat Valenciana,Castellon,2025/26,2026-03-21,21/03/2026,4ª Jornada Liga Benjamin 4ª Alevin Castellon,Castellon,100m Backstroke,100,Backstroke,20,"GARCIA BONET, Leyre","GARCIA BONET, Leyre",100.0,No,C.N. Vinaros,4:07.04,247.04,154.0,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/cas_21_4jornadaalevincastellon.pdf,cas_21_4jornadaalevincastellon.pdf
Spain,Comunitat Valenciana,Castellon,2025/26,2026-03-21,21/03/2026,4ª Jornada Liga Benjamin 4ª Alevin Castellon,Castellon,100m Backstroke,100,Backstroke,21,"SAIF IGGOUCH, Nour","SAIF IGGOUCH, Nour",100.0,No,C.N. Benicarlo,4:31.54,271.54,116.0,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/cas_21_4jornadaalevincastellon.pdf,cas_21_4jornadaalevincastellon.pdf
Spain,Comunitat Valenciana,Castellon,2025/26,2026-03-21,21/03/2026,4ª Jornada Liga Benjamin 4ª Alevin Castellon,Castellon,200m Breaststroke,200,Breaststroke,1,"DIAZ LOPEZ, Andreu","DIAZ LOPEZ, Andreu",100.0,No,C.N. Vila-Real,3:22.21,202.21,209.0,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/cas_21_4jornadaalevincastellon.pdf,cas_21_4jornadaalevincastellon.pdf
Spain,Comunitat Valenciana,Castellon,2025/26,2026-03-21,21/03/2026,4ª Jornada Liga Benjamin 4ª Alevin Castellon,Castellon,200m Breaststroke,200,Breaststroke,4,"BOURREAU LOPEZ, K.","BOURREAU LOPEZ, K.",100.0,No,C.N. Vinaros,3:40.43,220.43,161.0,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/cas_21_4jornadaalevincastellon.pdf,cas_21_4jornadaalevincastellon.pdf
Spain,Comunitat Valenciana,Castellon,2025/26,2026-03-21,21/03/2026,4ª Jornada Liga Benjamin 4ª Alevin Castellon,Castellon,200m Breaststroke,200,Breaststroke,5,"GUZENKO, Pavlo","GUZENKO, Pavlo",100.0,No,Cst-Cst Costa Azahar,3:41.12,221.12,160.0,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/cas_21_4jornadaalevincastellon.pdf,cas_21_4jornadaalevincastellon.pdf
Spain,Comunitat Valenciana,Castellon,2025/26,2026-03-21,21/03/2026,4ª Jornada Liga Benjamin 4ª Alevin Castellon,Castellon,200m Breaststroke,200,Breaststroke,6,"RODA ALBERO, Llorenc","RODA ALBERO, Llorenc",100.0,No,C.N. Vinaros,3:49.17,229.17000000000002,144.0,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/cas_21_4jornadaalevincastellon.pdf,cas_21_4jornadaalevincastellon.pdf
Spain,Comunitat Valenciana,Castellon,2025/26,2026-03-21,21/03/2026,4ª Jornada Liga Benjamin 4ª Alevin Castellon,Castellon,200m Breaststroke,200,Breaststroke,9,"ANGULLO QUINTAS, S.","ANGULLO QUINTAS, S.",100.0,No,C.N. Vila-Real,3:55.38,235.38,133.0,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/cas_21_4jornadaalevincastellon.pdf,cas_21_4jornadaalevincastellon.pdf
Spain,Comunitat Valenciana,Castellon,2025/26,2026-03-21,21/03/2026,4ª Jornada Liga Benjamin 4ª Alevin Castellon,Castellon,200m Breaststroke,200,Breaststroke,10,"NADAL SOTO, Joel","NADAL SOTO, Joel",100.0,No,C.N. Vinaros,4:03.67,243.67,119.0,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/cas_21_4jornadaalevincastellon.pdf,cas_21_4jornadaalevincastellon.pdf
Spain,Comunitat Valenciana,Castellon,2025/26,2026-03-21,21/03/2026,4ª Jornada Liga Benjamin 4ª Alevin Castellon,Castellon,200m Breaststroke,200,Breaststroke,12,"TRIPA, Dany Mathias","TRIPA, Dany Mathias",100.0,No,Cst-Cst Costa Azahar,4:10.37,250.37,110.0,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/cas_21_4jornadaalevincastellon.pdf,cas_21_4jornadaalevincastellon.pdf
Spain,Comunitat Valenciana,Castellon,2025/26,2026-03-21,21/03/2026,4ª Jornada Liga Benjamin 4ª Alevin Castellon,Castellon,200m Breaststroke,200,Breaststroke,14,"PARRA BAYARRI, Mario","PARRA BAYARRI, Mario",100.0,No,C.N. Vila-Real,4:29.88,269.88,88.0,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/cas_21_4jornadaalevincastellon.pdf,cas_21_4jornadaalevincastellon.pdf
Spain,Comunitat Valenciana,Alicante,2025/26,2025-10-04,04/10/2025,1ª Jornada Liga Benjamin 1ª Alevin Petrer,Petrer,200m Backstroke,200,Backstroke,1,"ZAVGORODNIY, Ivan","ZAVGORODNIY, Ivan",100.0,No,Club Natación Alfa Torrevieja,2:55.21,175.21,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1577_Ali_2025_10_Prom1PETRER.pdf,1577_Ali_2025_10_Prom1PETRER.pdf
Spain,Comunitat Valenciana,Alicante,2025/26,2025-10-04,04/10/2025,1ª Jornada Liga Benjamin 1ª Alevin Petrer,Petrer,200m Backstroke,200,Backstroke,2,"BURJAN, Gergely Peter","BURJAN, Gergely Peter",100.0,No,Club Natación Alfa Torrevieja,2:57.18,177.18,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1577_Ali_2025_10_Prom1PETRER.pdf,1577_Ali_2025_10_Prom1PETRER.pdf
Spain,Comunitat Valenciana,Alicante,2025/26,2025-10-04,04/10/2025,1ª Jornada Liga Benjamin 1ª Alevin Petrer,Petrer,200m Backstroke,200,Backstroke,3,"DO NASCIMENTO BROTONS, Mark","DO NASCIMENTO BROTONS, Mark",100.0,No,C.N. Tenis Elche,3:10.68,190.68,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1577_Ali_2025_10_Prom1PETRER.pdf,1577_Ali_2025_10_Prom1PETRER.pdf
Spain,Comunitat Valenciana,Alicante,2025/26,2025-10-04,04/10/2025,1ª Jornada Liga Benjamin 1ª Alevin Petrer,Petrer,200m Backstroke,200,Backstroke,4,"FRANCO ROMA, Adrian","FRANCO ROMA, Adrian",100.0,No,C.N. Tenis Elche,3:17.69,197.69,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1577_Ali_2025_10_Prom1PETRER.pdf,1577_Ali_2025_10_Prom1PETRER.pdf
Spain,Comunitat Valenciana,Alicante,2025/26,2025-10-04,04/10/2025,1ª Jornada Liga Benjamin 1ª Alevin Petrer,Petrer,200m Backstroke,200,Backstroke,5,"JUAN GUTIERREZ, Unai","JUAN GUTIERREZ, Unai",100.0,No,C.N. Sax,3:20.06,200.06,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1577_Ali_2025_10_Prom1PETRER.pdf,1577_Ali_2025_10_Prom1PETRER.pdf
Spain,Comunitat Valenciana,Alicante,2025/26,2025-10-04,04/10/2025,1ª Jornada Liga Benjamin 1ª Alevin Petrer,Petrer,200m Backstroke,200,Backstroke,6,"GOMEZ HURTADO, Enzo","GOMEZ HURTADO, Enzo",100.0,No,C.N. Tenis Elche,3:27.53,207.53,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1577_Ali_2025_10_Prom1PETRER.pdf,1577_Ali_2025_10_Prom1PETRER.pdf
Spain,Comunitat Valenciana,Alicante,2025/26,2025-10-04,04/10/2025,1ª Jornada Liga Benjamin 1ª Alevin Petrer,Petrer,200m Backstroke,200,Backstroke,7,"BERENGUER VALERO, Miguel","BERENGUER VALERO, Miguel",100.0,No,C.N. Petrer,3:35.58,215.57999999999998,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1577_Ali_2025_10_Prom1PETRER.pdf,1577_Ali_2025_10_Prom1PETRER.pdf
Spain,Comunitat Valenciana,Alicante,2025/26,2025-10-04,04/10/2025,1ª Jornada Liga Benjamin 1ª Alevin Petrer,Petrer,200m Backstroke,200,Backstroke,8,"MARTINEZ CALAFATI, Dario","MARTINEZ CALAFATI, Dario",100.0,No,C.N. Petrer,3:35.92,215.92000000000002,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1577_Ali_2025_10_Prom1PETRER.pdf,1577_Ali_2025_10_Prom1PETRER.pdf
Spain,Comunitat Valenciana,Alicante,2025/26,2025-10-04,04/10/2025,1ª Jornada Liga Benjamin 1ª Alevin Petrer,Petrer,200m Backstroke,200,Backstroke,9,"ANTOLIN VILLAESCUSA, Javier","ANTOLIN VILLAESCUSA, Javier",100.0,No,C.N. Sax,3:37.33,217.32999999999998,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1577_Ali_2025_10_Prom1PETRER.pdf,1577_Ali_2025_10_Prom1PETRER.pdf
Spain,Comunitat Valenciana,Alicante,2025/26,2025-10-04,04/10/2025,1ª Jornada Liga Benjamin 1ª Alevin Petrer,Petrer,200m Backstroke,200,Backstroke,10,"CARULL RIBERA, Eliseo","CARULL RIBERA, Eliseo",100.0,No,C.N. Villena Alto Vinalopo,3:39.75,219.75,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1577_Ali_2025_10_Prom1PETRER.pdf,1577_Ali_2025_10_Prom1PETRER.pdf
Spain,Comunitat Valenciana,Alicante,2025/26,2025-10-04,04/10/2025,1ª Jornada Liga Benjamin 1ª Alevin Petrer,Petrer,200m Backstroke,200,Backstroke,11,"TOLEDO CANOVAS, Pelayo","TOLEDO CANOVAS, Pelayo",100.0,No,Club Natación Elda,4:42.83,282.83,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1577_Ali_2025_10_Prom1PETRER.pdf,1577_Ali_2025_10_Prom1PETRER.pdf
Spain,Comunitat Valenciana,Alicante,2025/26,2025-10-04,04/10/2025,1ª Jornada Liga Benjamin 1ª Alevin Petrer,Petrer,200m Backstroke,200,Backstroke,1,"VIZCAINO ESTEBAN, Elsa","VIZCAINO ESTEBAN, Elsa",100.0,No,C.E. Eldense,3:05.33,185.33,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1577_Ali_2025_10_Prom1PETRER.pdf,1577_Ali_2025_10_Prom1PETRER.pdf
Spain,Comunitat Valenciana,Alicante,2025/26,2025-10-04,04/10/2025,1ª Jornada Liga Benjamin 1ª Alevin Petrer,Petrer,200m Backstroke,200,Backstroke,2,"MARTINEZ GRAN, Chloe","MARTINEZ GRAN, Chloe",100.0,No,Club Natación Elda,3:14.61,194.61,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1577_Ali_2025_10_Prom1PETRER.pdf,1577_Ali_2025_10_Prom1PETRER.pdf
Spain,Comunitat Valenciana,Alicante,2025/26,2025-10-04,04/10/2025,1ª Jornada Liga Benjamin 1ª Alevin Petrer,Petrer,200m Backstroke,200,Backstroke,3,"HERRERO HERRERO, Maria Jose","HERRERO HERRERO, Maria Jose",100.0,No,C.N. Sax,3:19.70,199.7,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1577_Ali_2025_10_Prom1PETRER.pdf,1577_Ali_2025_10_Prom1PETRER.pdf
Spain,Comunitat Valenciana,Alicante,2025/26,2025-10-04,04/10/2025,1ª Jornada Liga Benjamin 1ª Alevin Petrer,Petrer,200m Backstroke,200,Backstroke,4,"BENITEZ NORTES, Oriana","BENITEZ NORTES, Oriana",100.0,No,C.N. Tenis Elche,3:21.39,201.39,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1577_Ali_2025_10_Prom1PETRER.pdf,1577_Ali_2025_10_Prom1PETRER.pdf
Spain,Comunitat Valenciana,Alicante,2025/26,2025-10-04,04/10/2025,1ª Jornada Liga Benjamin 1ª Alevin Petrer,Petrer,200m Backstroke,200,Backstroke,5,"SERRANO MONTERO, Lidia","SERRANO MONTERO, Lidia",100.0,No,C.N. Petrer,3:29.49,209.49,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1577_Ali_2025_10_Prom1PETRER.pdf,1577_Ali_2025_10_Prom1PETRER.pdf
Spain,Comunitat Valenciana,Alicante,2025/26,2025-10-04,04/10/2025,1ª Jornada Liga Benjamin 1ª Alevin Petrer,Petrer,200m Backstroke,200,Backstroke,6,"CEREZUELA GOMEZ, Eva","CEREZUELA GOMEZ, Eva",100.0,No,C.N. Petrer,3:29.52,209.52,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1577_Ali_2025_10_Prom1PETRER.pdf,1577_Ali_2025_10_Prom1PETRER.pdf
Spain,Comunitat Valenciana,Alicante,2025/26,2025-10-04,04/10/2025,1ª Jornada Liga Benjamin 1ª Alevin Petrer,Petrer,200m Backstroke,200,Backstroke,7,"GARCÍA ALMIÑANA, Vega","GARCÍA ALMIÑANA, Vega",100.0,No,C.E. Eldense,3:45.38,225.38,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1577_Ali_2025_10_Prom1PETRER.pdf,1577_Ali_2025_10_Prom1PETRER.pdf
Spain,Comunitat Valenciana,Alicante,2025/26,2025-10-04,04/10/2025,1ª Jornada Liga Benjamin 1ª Alevin Petrer,Petrer,200m Backstroke,200,Backstroke,8,"BORRELL ALCARAZ, Ona","BORRELL ALCARAZ, Ona",100.0,No,C.N. Alcoi,3:47.75,227.75,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1577_Ali_2025_10_Prom1PETRER.pdf,1577_Ali_2025_10_Prom1PETRER.pdf
Spain,Comunitat Valenciana,Alicante,2025/26,2025-10-04,04/10/2025,1ª Jornada Liga Benjamin 1ª Alevin Petrer,Petrer,200m Backstroke,200,Backstroke,9,"HERNANDEZ COLLAGUAZO, Martina","HERNANDEZ COLLAGUAZO, Martina",100.0,No,C.N. Alcoi,3:48.72,228.72,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1577_Ali_2025_10_Prom1PETRER.pdf,1577_Ali_2025_10_Prom1PETRER.pdf
Spain,Comunitat Valenciana,Alicante,2025/26,2025-10-04,04/10/2025,1ª Jornada Liga Benjamin 1ª Alevin Petrer,Petrer,200m Backstroke,200,Backstroke,10,"RIBERA SILVESTRE, Mireia","RIBERA SILVESTRE, Mireia",100.0,No,C.N. Alcoi,4:26.70,266.7,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1577_Ali_2025_10_Prom1PETRER.pdf,1577_Ali_2025_10_Prom1PETRER.pdf
Spain,Comunitat Valenciana,Alicante,2025/26,2025-10-04,04/10/2025,1ª Jornada Liga Benjamin 1ª Alevin Petrer,Petrer,100m Medley,100,Medley,1,"ZAVGORODNIY, Ivan","ZAVGORODNIY, Ivan",100.0,No,Club Natación Alfa Torrevieja,1:21.99,81.99,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1577_Ali_2025_10_Prom1PETRER.pdf,1577_Ali_2025_10_Prom1PETRER.pdf
Spain,Comunitat Valenciana,Alicante,2025/26,2025-10-04,04/10/2025,1ª Jornada Liga Benjamin 1ª Alevin Petrer,Petrer,100m Medley,100,Medley,2,"BURJAN, Gergely Peter","BURJAN, Gergely Peter",100.0,No,Club Natación Alfa Torrevieja,1:25.94,85.94,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1577_Ali_2025_10_Prom1PETRER.pdf,1577_Ali_2025_10_Prom1PETRER.pdf
Spain,Comunitat Valenciana,Alicante,2025/26,2025-10-04,04/10/2025,1ª Jornada Liga Benjamin 1ª Alevin Petrer,Petrer,100m Medley,100,Medley,3,"DO NASCIMENTO BROTONS, Mark","DO NASCIMENTO BROTONS, Mark",100.0,No,C.N. Tenis Elche,1:26.84,86.84,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1577_Ali_2025_10_Prom1PETRER.pdf,1577_Ali_2025_10_Prom1PETRER.pdf
Spain,Comunitat Valenciana,Alicante,2025/26,2025-10-04,04/10/2025,1ª Jornada Liga Benjamin 1ª Alevin Petrer,Petrer,100m Medley,100,Medley,4,"FRANCO ROMA, Adrian","FRANCO ROMA, Adrian",100.0,No,C.N. Tenis Elche,1:35.92,95.92,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1577_Ali_2025_10_Prom1PETRER.pdf,1577_Ali_2025_10_Prom1PETRER.pdf
Spain,Comunitat Valenciana,Alicante,2025/26,2025-10-04,04/10/2025,1ª Jornada Liga Benjamin 1ª Alevin Petrer,Petrer,100m Medley,100,Medley,5,"BERENGUER VALERO, Miguel","BERENGUER VALERO, Miguel",100.0,No,C.N. Petrer,1:40.25,100.25,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1577_Ali_2025_10_Prom1PETRER.pdf,1577_Ali_2025_10_Prom1PETRER.pdf
Spain,Comunitat Valenciana,Alicante,2025/26,2025-10-04,04/10/2025,1ª Jornada Liga Benjamin 1ª Alevin Petrer,Petrer,100m Medley,100,Medley,6,"GOMEZ HURTADO, Enzo","GOMEZ HURTADO, Enzo",100.0,No,C.N. Tenis Elche,1:40.43,100.43,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1577_Ali_2025_10_Prom1PETRER.pdf,1577_Ali_2025_10_Prom1PETRER.pdf
Spain,Comunitat Valenciana,Alicante,2025/26,2025-10-04,04/10/2025,1ª Jornada Liga Benjamin 1ª Alevin Petrer,Petrer,100m Medley,100,Medley,7,"JIMENEZ CUENCA, Ulises","JIMENEZ CUENCA, Ulises",100.0,No,C.E. Eldense,1:40.90,100.9,,https://www.fncv.es/archivos/natacion/competiciones/actas/cas/1577_Ali_2025_10_Prom1PETRER.pdf,1577_Ali_2025_10_Prom1PETRER.pdf
